origin,destination,departure_date,return_date,airline,cabin_class,adults,children,infants,stops,trip_type,currency,flight_duration_minutes,departure_hour,arrival_hour,price,price_usd
HKG,MNL,2026-12-22,2027-01-21,UA,ECONOMY,1,0,0,1,ROUND_TRIP,INR,228,18,21,1742.56,20.91
MCT,KUL,2027-03-18,,AA,ECONOMY,1,0,0,1,ONE_WAY,AED,422,4,11,903.87,245.85
BKK,SIN,2027-02-16,2027-02-24,IB,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,289,12,16,542.53,585.93
FRA,DXB,2026-08-21,2026-09-09,BA,ECONOMY,1,1,0,2,ROUND_TRIP,USD,499,11,19,2973.92,2973.92
MEL,PNQ,2027-03-14,2027-04-01,AI,PREMIUM_ECONOMY,2,1,0,1,ROUND_TRIP,EUR,703,1,12,3086.56,3333.48
FCO,AMS,2027-04-10,,IB,ECONOMY,1,0,0,1,ONE_WAY,INR,395,1,7,370.94,4.45
BOM,AMD,2027-05-16,,LH,ECONOMY,1,1,0,1,ONE_WAY,GBP,173,10,12,448.99,570.22
ZRH,DXB,2027-02-02,2027-02-28,LH,ECONOMY,4,0,0,0,ROUND_TRIP,EUR,442,10,17,6990.52,7549.76
SFO,MCT,2027-02-04,2027-02-13,QR,BUSINESS,1,2,0,2,ROUND_TRIP,AUD,318,0,5,7236.06,4703.44
BKK,DOH,2027-07-24,,LX,BUSINESS,2,1,0,1,ONE_WAY,EUR,454,16,23,5482.34,5920.93
SYD,AMS,2027-05-17,2027-05-20,EK,PREMIUM_ECONOMY,1,0,1,1,ROUND_TRIP,EUR,140,20,22,2720.87,2938.54
KUL,SIN,2026-11-22,,TG,BUSINESS,3,0,0,2,ONE_WAY,USD,678,22,9,8241.2,8241.2
MIA,AMD,2027-03-17,,KL,ECONOMY,1,0,0,1,ONE_WAY,AED,299,9,13,1002.53,272.69
MAA,DXB,2027-06-20,2027-06-28,AF,ECONOMY,1,1,0,0,ROUND_TRIP,EUR,251,11,15,2965.92,3203.19
LAX,BKK,2026-09-15,,WN,ECONOMY,1,0,0,0,ONE_WAY,GBP,177,6,8,982.93,1248.32
FCO,BOM,2027-01-03,2027-01-25,IX,ECONOMY,1,2,0,1,ROUND_TRIP,USD,217,9,12,3981.07,3981.07
DFW,DPS,2026-12-26,2026-12-30,SQ,ECONOMY,2,0,0,1,ROUND_TRIP,USD,545,7,16,2930.13,2930.13
AMD,SYD,2026-09-25,2026-10-18,IX,ECONOMY,1,2,0,0,ROUND_TRIP,AED,468,4,11,4612.1,1254.49
MEL,BLR,2027-01-09,,LH,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,EUR,678,6,17,1856.98,2005.54
MCT,MNL,2027-04-13,2027-05-09,LH,BUSINESS,1,0,0,0,ROUND_TRIP,AED,566,15,0,2659.5,723.38
ZRH,BLR,2027-04-03,2027-04-24,GA,ECONOMY,3,0,0,1,ROUND_TRIP,INR,199,6,9,6312.11,75.75
MAA,SFO,2027-07-15,2027-08-07,EK,ECONOMY,1,0,0,0,ROUND_TRIP,USD,395,9,15,1125.48,1125.48
KUL,AUH,2027-05-10,2027-05-31,AF,FIRST,1,1,0,2,ROUND_TRIP,INR,515,8,16,17889.69,214.68
CCU,KWI,2026-09-25,,AA,FIRST,1,0,0,2,ONE_WAY,EUR,457,1,8,4320.48,4666.12
DOH,MIA,2027-07-20,,WN,FIRST,2,0,0,0,ONE_WAY,USD,307,16,21,3067.44,3067.44
AUH,BOM,2027-01-04,,GF,ECONOMY,1,0,0,1,ONE_WAY,AED,717,7,18,419.25,114.04
KWI,BKK,2026-11-29,2026-12-13,LH,ECONOMY,1,1,0,0,ROUND_TRIP,USD,651,6,16,1683.14,1683.14
MAA,AMD,2026-12-04,2026-12-22,AI,BUSINESS,1,0,0,2,ROUND_TRIP,EUR,458,1,8,9072.47,9798.27
MAA,CGK,2026-08-17,,WY,ECONOMY,1,2,0,2,ONE_WAY,SGD,516,5,13,4018.0,2973.32
AMD,KUL,2026-08-16,,EY,ECONOMY,3,0,0,2,ONE_WAY,EUR,657,3,13,7538.0,8141.04
DOH,SIN,2026-12-25,2026-12-28,EK,ECONOMY,3,2,0,1,ROUND_TRIP,EUR,320,0,5,5363.22,5792.28
MAA,LHR,2026-09-26,,AA,ECONOMY,1,0,0,1,ONE_WAY,GBP,651,8,18,1323.29,1680.58
AMS,MNL,2027-01-22,2027-02-17,SG,ECONOMY,4,0,0,0,ROUND_TRIP,AED,98,7,8,2824.03,768.14
MAA,DXB,2026-10-30,2026-11-17,DL,BUSINESS,4,1,0,1,ROUND_TRIP,AED,349,12,17,18833.02,5122.58
AMS,HKG,2027-01-23,,LX,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,INR,650,15,1,1484.21,17.81
DEL,MAD,2027-04-27,,EK,ECONOMY,1,0,0,1,ONE_WAY,USD,438,13,20,432.92,432.92
MNL,JFK,2026-10-02,2026-10-17,WY,BUSINESS,2,0,0,1,ROUND_TRIP,USD,669,1,12,13519.7,13519.7
SYD,BOM,2027-05-21,2027-06-05,SG,ECONOMY,1,0,0,1,ROUND_TRIP,AED,735,10,22,1475.85,401.43
MAD,CCU,2027-07-02,,GF,BUSINESS,4,0,0,1,ONE_WAY,USD,591,0,9,8070.03,8070.03
ICN,BLR,2026-11-12,,MH,ECONOMY,1,0,0,1,ONE_WAY,USD,291,13,17,538.85,538.85
BKK,HYD,2026-08-16,,GF,ECONOMY,2,0,0,2,ONE_WAY,INR,252,14,18,1603.82,19.25
ICN,CCU,2027-07-23,,IB,PREMIUM_ECONOMY,3,0,0,1,ONE_WAY,EUR,286,7,11,1960.35,2117.18
MIA,SIN,2027-04-24,,GA,ECONOMY,3,1,0,0,ONE_WAY,USD,93,13,14,1460.26,1460.26
CCU,CGK,2026-12-20,,LH,BUSINESS,3,0,0,1,ONE_WAY,INR,382,5,11,16432.85,197.19
KUL,SIN,2027-06-19,,UK,ECONOMY,2,0,0,1,ONE_WAY,EUR,582,23,8,1464.97,1582.17
KWI,MEL,2027-02-15,2027-02-23,PR,ECONOMY,1,2,0,0,ROUND_TRIP,USD,144,14,16,5000.5,5000.5
MNL,SYD,2027-06-05,2027-06-11,QR,ECONOMY,4,1,0,1,ROUND_TRIP,EUR,361,5,11,17463.64,18860.73
HYD,ORD,2027-05-14,,DL,ECONOMY,1,1,0,1,ONE_WAY,USD,388,17,23,1629.78,1629.78
DOH,LAX,2026-10-29,,PR,ECONOMY,1,1,0,1,ONE_WAY,EUR,470,11,18,1369.41,1478.96
HYD,CCU,2027-02-20,,AF,BUSINESS,2,1,0,0,ONE_WAY,USD,278,10,14,4029.82,4029.82
AMD,JFK,2027-02-07,2027-02-27,UK,ECONOMY,1,0,1,1,ROUND_TRIP,INR,690,12,23,638.83,7.67
BAH,MIA,2027-06-26,,6E,ECONOMY,1,0,1,1,ONE_WAY,AUD,691,4,15,610.44,396.79
HYD,MEL,2027-07-12,,AI,ECONOMY,2,2,0,1,ONE_WAY,GBP,200,17,20,1933.25,2455.23
AMD,SYD,2027-05-17,,EY,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,USD,468,9,16,2053.65,2053.65
CDG,DPS,2027-03-14,2027-03-17,QR,FIRST,1,1,0,1,ROUND_TRIP,USD,414,22,4,8018.18,8018.18
MNL,HYD,2027-06-22,2027-06-26,AF,ECONOMY,1,0,0,0,ROUND_TRIP,GBP,534,20,4,2916.75,3704.27
CDG,BLR,2026-10-11,,WY,ECONOMY,2,0,0,0,ONE_WAY,GBP,520,6,14,1866.17,2370.04
BLR,JFK,2027-01-13,2027-01-31,SQ,BUSINESS,2,2,0,1,ROUND_TRIP,USD,501,6,14,13954.72,13954.72
ICN,MAD,2027-01-22,,EK,ECONOMY,1,0,0,0,ONE_WAY,USD,273,7,11,1157.77,1157.77
DEL,DFW,2026-12-21,,MH,ECONOMY,3,1,0,0,ONE_WAY,USD,556,14,23,3312.5,3312.5
HKG,CGK,2026-10-14,2026-11-02,TG,BUSINESS,1,0,0,1,ROUND_TRIP,USD,716,20,7,8472.53,8472.53
CCU,NRT,2026-12-24,,AI,ECONOMY,1,2,1,0,ONE_WAY,USD,655,20,6,4741.08,4741.08
ORD,MAA,2026-10-27,2026-11-24,BA,ECONOMY,1,1,0,1,ROUND_TRIP,INR,193,12,15,853.42,10.24
MEL,FRA,2026-11-26,,IB,ECONOMY,1,2,0,0,ONE_WAY,GBP,126,19,21,1154.83,1466.63
SFO,BAH,2027-01-13,,KL,BUSINESS,3,1,0,0,ONE_WAY,USD,168,19,21,6939.22,6939.22
DXB,JFK,2026-11-28,,UA,FIRST,1,0,0,1,ONE_WAY,USD,319,13,18,4907.99,4907.99
FCO,JFK,2027-05-19,2027-06-09,MH,FIRST,4,0,0,0,ROUND_TRIP,USD,339,10,15,14007.84,14007.84
MAD,MIA,2026-12-08,2026-12-18,MH,ECONOMY,2,0,0,2,ROUND_TRIP,AUD,820,21,10,3257.12,2117.13
AMS,AUH,2026-10-27,,EY,ECONOMY,2,0,0,0,ONE_WAY,EUR,436,10,17,1727.31,1865.49
AUH,HKG,2027-05-04,,AI,ECONOMY,2,0,0,0,ONE_WAY,USD,207,9,12,1383.16,1383.16
AUH,MIA,2026-08-28,,6E,PREMIUM_ECONOMY,2,0,0,1,ONE_WAY,EUR,533,11,19,3116.8,3366.14
MNL,BAH,2027-04-06,2027-04-09,AA,ECONOMY,4,0,0,0,ROUND_TRIP,EUR,252,2,6,9372.28,10122.06
DOH,FCO,2027-05-29,2027-06-17,IB,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,447,21,4,2109.08,2277.81
SFO,BAH,2027-06-03,2027-06-18,AF,ECONOMY,2,0,0,1,ROUND_TRIP,GBP,228,0,3,2144.55,2723.58
MIA,NRT,2026-11-09,,TG,BUSINESS,1,0,0,0,ONE_WAY,AED,568,17,2,3177.48,864.27
AMS,MIA,2026-10-04,,BA,ECONOMY,1,0,0,1,ONE_WAY,EUR,570,21,6,726.92,785.07
BKK,DEL,2027-02-07,2027-03-05,EY,ECONOMY,1,1,0,2,ROUND_TRIP,EUR,264,8,12,1705.02,1841.42
NRT,KUL,2027-01-23,2027-02-12,UA,ECONOMY,1,2,0,0,ROUND_TRIP,INR,107,12,13,4251.81,51.02
DXB,MIA,2027-03-14,,6E,ECONOMY,2,0,0,1,ONE_WAY,GBP,136,9,11,1182.37,1501.61
ZRH,DPS,2027-03-29,,LX,PREMIUM_ECONOMY,2,1,0,1,ONE_WAY,GBP,628,16,2,6295.83,7995.7
JFK,CDG,2027-01-31,,IB,ECONOMY,2,0,0,2,ONE_WAY,AED,545,10,19,1422.04,386.79
ICN,AMD,2027-07-22,,QR,PREMIUM_ECONOMY,1,0,1,1,ONE_WAY,INR,734,10,22,3591.51,43.1
AMS,FRA,2027-06-25,,QR,ECONOMY,1,0,0,0,ONE_WAY,AUD,564,15,0,1645.52,1069.59
SIN,DXB,2026-08-20,2026-09-16,6E,ECONOMY,1,0,1,0,ROUND_TRIP,AED,325,3,8,1991.18,541.6
DFW,DXB,2027-02-05,2027-03-01,UK,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,125,9,11,383.94,414.66
FRA,LAX,2027-03-17,,UA,BUSINESS,1,0,1,0,ONE_WAY,USD,97,15,16,931.9,931.9
BOM,PNQ,2027-07-23,,BA,FIRST,1,1,1,1,ONE_WAY,USD,504,17,1,6492.55,6492.55
MCT,FRA,2026-12-21,,WN,ECONOMY,2,0,0,0,ONE_WAY,EUR,504,13,21,1536.76,1659.7
MEL,SFO,2027-01-20,,KL,FIRST,1,0,0,1,ONE_WAY,USD,181,6,9,3664.0,3664.0
CCU,ZRH,2026-09-22,,PR,ECONOMY,2,0,0,0,ONE_WAY,EUR,546,4,13,2250.76,2430.82
DFW,HYD,2026-10-07,,DL,BUSINESS,1,2,0,0,ONE_WAY,GBP,105,13,14,7769.49,9867.25
LAX,ZRH,2027-03-06,,GF,ECONOMY,1,0,0,2,ONE_WAY,INR,314,4,9,413.72,4.96
FCO,DOH,2027-04-05,,AI,BUSINESS,1,0,0,1,ONE_WAY,INR,571,21,6,1388.28,16.66
BAH,BLR,2026-10-07,,LX,BUSINESS,4,0,0,0,ONE_WAY,USD,446,1,8,10205.94,10205.94
MIA,MAA,2027-03-10,,UK,BUSINESS,1,0,0,2,ONE_WAY,GBP,558,8,17,2669.82,3390.67
AUH,CGK,2027-03-22,,KL,BUSINESS,2,0,0,0,ONE_WAY,USD,502,21,5,1944.44,1944.44
ZRH,BAH,2027-08-07,,GF,ECONOMY,1,2,0,1,ONE_WAY,INR,673,18,5,3987.86,47.85
LAX,BAH,2027-04-23,2027-05-06,MH,BUSINESS,2,0,0,2,ROUND_TRIP,EUR,695,18,5,8234.57,8893.34
MAA,ORD,2026-10-03,2026-10-18,BA,ECONOMY,2,2,0,0,ROUND_TRIP,EUR,395,8,14,2727.03,2945.19
LHR,BOM,2027-01-08,2027-01-18,TG,ECONOMY,4,0,0,1,ROUND_TRIP,USD,525,7,15,8142.31,8142.31
FCO,ORD,2027-01-12,,TG,ECONOMY,1,0,0,1,ONE_WAY,AED,765,15,3,1440.99,391.95
KUL,DXB,2027-05-02,2027-05-11,WY,PREMIUM_ECONOMY,3,0,0,1,ROUND_TRIP,INR,616,21,7,7267.5,87.21
DEL,SIN,2026-11-10,2026-12-02,IB,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,AED,154,16,18,1695.11,461.07
DPS,MEL,2027-06-19,2027-07-07,QR,ECONOMY,1,0,0,0,ROUND_TRIP,USD,542,1,10,3065.63,3065.63
NRT,MAA,2026-12-25,,AI,ECONOMY,2,0,0,1,ONE_WAY,EUR,298,7,11,3074.03,3319.95
LAX,MIA,2027-04-10,2027-05-05,LH,FIRST,1,0,0,0,ROUND_TRIP,AUD,415,0,6,14392.98,9355.44
MCT,MAA,2026-12-29,,GA,ECONOMY,1,2,0,1,ONE_WAY,GBP,335,10,15,2486.86,3158.31
BOM,MNL,2027-03-03,2027-03-15,EY,FIRST,2,0,0,0,ROUND_TRIP,USD,336,20,1,7211.79,7211.79
CCU,JFK,2027-04-20,,WY,ECONOMY,2,1,0,1,ONE_WAY,EUR,553,1,10,2099.74,2267.72
BOM,KUL,2027-03-29,2027-04-13,AI,PREMIUM_ECONOMY,2,2,0,0,ROUND_TRIP,INR,506,5,13,13249.89,159.0
BAH,DXB,2027-04-17,,KL,ECONOMY,1,0,0,1,ONE_WAY,SGD,203,16,19,276.18,204.37
CDG,KUL,2027-03-24,,WN,BUSINESS,1,2,0,1,ONE_WAY,GBP,396,6,12,7014.16,8907.98
NRT,FCO,2027-04-02,,LH,ECONOMY,2,0,1,2,ONE_WAY,GBP,847,22,12,1009.34,1281.86
MEL,AUH,2027-06-18,2027-07-14,AA,ECONOMY,1,0,1,0,ROUND_TRIP,INR,366,18,0,2883.53,34.6
BKK,SYD,2027-07-11,2027-07-28,GA,FIRST,1,0,1,0,ROUND_TRIP,USD,612,18,4,7230.33,7230.33
LHR,MAA,2026-10-01,,TG,ECONOMY,3,1,0,1,ONE_WAY,EUR,613,14,0,2669.07,2882.6
PNQ,BOM,2027-05-08,,AI,BUSINESS,1,0,0,2,ONE_WAY,EUR,639,21,7,3693.27,3988.73
KUL,BLR,2027-03-17,,PR,ECONOMY,1,0,0,2,ONE_WAY,USD,578,6,15,1009.64,1009.64
MCT,HKG,2027-04-25,,AF,FIRST,1,0,0,0,ONE_WAY,INR,306,9,14,4948.53,59.38
DFW,KWI,2027-07-22,,EK,ECONOMY,1,0,0,0,ONE_WAY,GBP,478,8,15,1555.64,1975.66
DXB,BOM,2026-10-11,2026-11-01,IB,ECONOMY,1,0,0,1,ROUND_TRIP,INR,368,22,4,1331.43,15.98
DFW,AMS,2027-05-24,2027-06-04,BA,FIRST,2,0,0,1,ROUND_TRIP,AUD,754,0,12,38298.24,24893.86
AUH,HKG,2026-08-16,,IB,BUSINESS,3,0,0,1,ONE_WAY,USD,295,20,0,9869.79,9869.79
BLR,JFK,2027-07-14,,TG,ECONOMY,2,0,0,0,ONE_WAY,USD,384,17,23,1059.45,1059.45
CGK,LAX,2027-03-08,,DL,ECONOMY,1,2,0,1,ONE_WAY,INR,150,23,1,2235.13,26.82
DFW,DEL,2027-03-02,,SG,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,USD,580,20,5,1163.41,1163.41
FCO,CGK,2026-10-24,2026-11-14,LH,ECONOMY,4,0,0,0,ROUND_TRIP,INR,607,20,6,10071.78,120.86
CGK,FCO,2026-12-15,,SG,BUSINESS,1,0,0,1,ONE_WAY,EUR,355,7,12,767.23,828.61
SIN,KWI,2026-12-04,,UK,ECONOMY,1,0,0,1,ONE_WAY,USD,559,14,23,1200.32,1200.32
DEL,JFK,2027-03-15,2027-03-22,EY,BUSINESS,2,2,0,0,ROUND_TRIP,USD,232,18,21,24150.5,24150.5
DFW,PNQ,2027-03-23,,LH,BUSINESS,1,0,0,0,ONE_WAY,AED,452,14,21,4560.16,1240.36
JFK,DPS,2027-07-25,,6E,ECONOMY,2,1,0,1,ONE_WAY,GBP,129,6,8,384.73,488.61
SFO,KUL,2026-10-29,2026-11-05,6E,ECONOMY,2,0,0,0,ROUND_TRIP,GBP,556,19,4,1945.73,2471.08
HKG,LHR,2027-04-29,2027-05-06,AI,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,754,8,20,916.14,989.43
MIA,ICN,2026-12-11,2026-12-14,GA,ECONOMY,1,0,0,2,ROUND_TRIP,AUD,301,1,6,2116.17,1375.51
BKK,MAA,2026-12-02,2026-12-17,BA,ECONOMY,1,0,1,2,ROUND_TRIP,EUR,583,14,23,1085.11,1171.92
MAA,JFK,2027-01-11,2027-02-07,AF,ECONOMY,1,0,1,0,ROUND_TRIP,SGD,218,12,15,2154.92,1594.64
PNQ,FRA,2027-07-18,2027-07-24,IB,ECONOMY,1,0,0,1,ROUND_TRIP,USD,724,11,23,827.13,827.13
CGK,SYD,2026-12-15,,SG,BUSINESS,2,0,0,0,ONE_WAY,GBP,193,12,15,6263.01,7954.02
DPS,BOM,2027-02-07,,AI,ECONOMY,1,0,0,0,ONE_WAY,USD,213,21,0,1069.67,1069.67
LHR,AMS,2026-11-04,2026-11-20,IX,ECONOMY,3,0,0,2,ROUND_TRIP,USD,741,17,5,1355.55,1355.55
BLR,BOM,2027-01-10,2027-01-22,WN,ECONOMY,1,0,1,0,ROUND_TRIP,SGD,493,2,10,504.58,373.39
DFW,AMD,2027-04-11,,UK,ECONOMY,2,0,0,2,ONE_WAY,USD,332,1,6,419.34,419.34
BOM,LAX,2027-04-19,2027-05-14,GA,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,225,21,0,2163.17,2336.22
CGK,KWI,2026-09-30,,GF,FIRST,1,0,0,2,ONE_WAY,USD,452,14,21,2401.81,2401.81
DPS,SYD,2026-10-04,2026-10-26,WN,ECONOMY,2,0,0,0,ROUND_TRIP,GBP,606,8,18,1287.52,1635.15
HKG,MCT,2026-11-30,,EK,FIRST,1,0,0,1,ONE_WAY,EUR,471,8,15,3941.84,4257.19
DXB,DOH,2027-03-18,,IB,BUSINESS,1,0,0,1,ONE_WAY,INR,517,16,0,4353.1,52.24
ORD,DFW,2027-01-21,,WY,ECONOMY,1,0,0,0,ONE_WAY,EUR,659,20,6,1483.26,1601.92
JFK,MNL,2027-02-15,2027-03-01,AF,PREMIUM_ECONOMY,1,2,0,1,ROUND_TRIP,GBP,565,7,16,4235.97,5379.68
ORD,DEL,2026-12-04,2026-12-11,AA,BUSINESS,1,1,0,0,ROUND_TRIP,USD,105,8,9,13176.39,13176.39
FRA,AUH,2026-11-06,2026-11-26,UK,PREMIUM_ECONOMY,1,0,0,2,ROUND_TRIP,INR,750,0,12,3023.7,36.28
BOM,DEL,2027-05-06,2027-05-14,KL,PREMIUM_ECONOMY,1,0,1,0,ROUND_TRIP,USD,189,19,22,2964.13,2964.13
MAD,HYD,2027-06-05,,LX,BUSINESS,1,1,0,1,ONE_WAY,EUR,487,6,14,3685.17,3979.98
SIN,DOH,2027-05-16,2027-05-23,SQ,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,SGD,653,21,7,5753.43,4257.54
SFO,AUH,2027-02-19,2027-02-28,PR,ECONOMY,1,0,0,0,ROUND_TRIP,USD,240,4,8,2053.58,2053.58
MCT,ZRH,2027-08-06,2027-08-26,PR,ECONOMY,4,0,0,0,ROUND_TRIP,USD,177,16,18,4757.54,4757.54
SFO,MCT,2027-08-02,,GA,ECONOMY,2,0,0,0,ONE_WAY,EUR,112,10,11,1031.48,1114.0
DPS,SYD,2027-03-01,2027-03-29,GA,FIRST,2,1,1,2,ROUND_TRIP,INR,782,10,23,11701.73,140.42
ORD,BAH,2027-02-26,2027-03-05,PR,PREMIUM_ECONOMY,3,0,0,0,ROUND_TRIP,USD,350,5,10,3387.74,3387.74
MCT,MAD,2026-11-29,,PR,ECONOMY,4,0,0,0,ONE_WAY,USD,89,16,17,3341.77,3341.77
BKK,MAA,2027-06-16,2027-06-27,UA,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,USD,355,10,15,2762.75,2762.75
NRT,BAH,2027-01-17,2027-02-11,AA,PREMIUM_ECONOMY,1,0,1,0,ROUND_TRIP,USD,481,5,13,3829.85,3829.85
HKG,ORD,2027-06-16,2027-06-29,MH,ECONOMY,1,0,0,0,ROUND_TRIP,INR,67,20,21,1284.57,15.41
ZRH,HYD,2027-07-25,2027-08-22,TG,ECONOMY,1,0,0,1,ROUND_TRIP,USD,245,0,4,510.13,510.13
SYD,HKG,2027-01-05,2027-01-27,PR,BUSINESS,2,0,0,1,ROUND_TRIP,INR,714,23,10,6109.13,73.31
MIA,BOM,2026-12-31,,QR,BUSINESS,2,2,0,0,ONE_WAY,USD,432,6,13,22429.71,22429.71
MNL,DXB,2026-11-30,,PR,ECONOMY,2,1,1,2,ONE_WAY,EUR,405,17,23,2864.41,3093.56
MAA,CCU,2027-04-11,,TG,BUSINESS,2,0,0,1,ONE_WAY,USD,643,18,4,5328.17,5328.17
JFK,MIA,2027-04-12,,AA,PREMIUM_ECONOMY,1,1,0,1,ONE_WAY,USD,224,8,11,3554.7,3554.7
LHR,AMD,2026-11-30,,UK,ECONOMY,1,0,0,0,ONE_WAY,GBP,224,3,6,665.23,844.84
MAA,HKG,2027-05-10,2027-05-30,AA,ECONOMY,1,0,0,2,ROUND_TRIP,USD,768,17,5,1003.67,1003.67
DOH,BOM,2027-05-24,2027-06-14,KL,ECONOMY,1,1,0,0,ROUND_TRIP,USD,537,3,11,1911.38,1911.38
MEL,LAX,2027-01-26,,QR,ECONOMY,3,0,0,0,ONE_WAY,AUD,626,2,12,1703.87,1107.52
AUH,MCT,2027-05-27,,UA,PREMIUM_ECONOMY,4,0,0,1,ONE_WAY,GBP,769,2,14,6184.64,7854.49
FCO,DEL,2027-04-09,2027-04-27,SG,BUSINESS,1,1,0,1,ROUND_TRIP,USD,332,4,9,6348.6,6348.6
MAD,DFW,2027-02-09,2027-02-19,6E,PREMIUM_ECONOMY,1,1,0,1,ROUND_TRIP,EUR,538,7,15,864.05,933.17
ORD,BOM,2026-12-31,2027-01-15,UK,FIRST,1,0,0,1,ROUND_TRIP,EUR,624,3,13,6408.9,6921.61
ORD,MAA,2027-06-10,,GA,BUSINESS,1,0,0,0,ONE_WAY,USD,98,4,5,1055.03,1055.03
DEL,MNL,2026-09-08,2026-09-18,GF,ECONOMY,2,0,0,0,ROUND_TRIP,USD,130,12,14,2617.49,2617.49
ORD,MNL,2027-01-13,2027-01-19,WY,ECONOMY,3,0,0,1,ROUND_TRIP,EUR,348,12,17,5608.38,6057.05
DFW,HKG,2026-08-23,2026-09-02,LH,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,185,18,21,1202.14,1298.31
ORD,DFW,2027-04-28,2027-05-04,AA,PREMIUM_ECONOMY,1,1,0,0,ROUND_TRIP,SGD,659,20,6,6461.84,4781.76
BOM,AUH,2026-08-22,,EY,ECONOMY,1,0,1,0,ONE_WAY,AUD,559,19,4,1659.42,1078.62
HYD,CGK,2026-08-24,2026-09-04,BA,ECONOMY,1,1,0,1,ROUND_TRIP,EUR,724,12,0,2691.77,2907.11
MIA,DOH,2027-02-07,2027-02-23,TG,ECONOMY,4,2,0,1,ROUND_TRIP,EUR,412,17,23,6431.88,6946.43
MNL,DOH,2026-12-08,,AI,ECONOMY,4,2,0,0,ONE_WAY,INR,221,12,15,6762.75,81.15
JFK,LHR,2027-04-11,2027-04-17,GF,ECONOMY,1,0,1,2,ROUND_TRIP,USD,441,21,4,1052.1,1052.1
MAD,LAX,2027-07-01,,EY,ECONOMY,1,2,1,0,ONE_WAY,EUR,87,19,20,2471.08,2668.77
BOM,BKK,2027-08-01,,GA,ECONOMY,1,2,0,1,ONE_WAY,USD,563,4,13,727.02,727.02
CCU,HYD,2027-07-20,,WN,ECONOMY,1,0,0,1,ONE_WAY,USD,659,9,19,866.11,866.11
HYD,DOH,2027-02-01,,EY,ECONOMY,1,0,0,0,ONE_WAY,USD,515,10,18,317.9,317.9
CCU,MCT,2026-09-18,,WY,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,USD,487,15,23,782.87,782.87
AMS,HYD,2026-10-11,2026-10-28,UK,ECONOMY,1,1,0,0,ROUND_TRIP,EUR,349,6,11,1958.22,2114.88
MIA,AMD,2027-02-11,2027-02-27,AI,BUSINESS,2,1,0,1,ROUND_TRIP,AED,271,3,7,16800.31,4569.68
BLR,MIA,2027-02-25,2027-03-05,GF,ECONOMY,4,0,0,1,ROUND_TRIP,INR,633,10,20,5606.49,67.28
LAX,BLR,2027-06-07,2027-06-28,GA,PREMIUM_ECONOMY,4,0,1,2,ROUND_TRIP,AUD,730,4,16,14564.4,9466.86
KUL,DEL,2026-10-07,,DL,ECONOMY,1,0,0,1,ONE_WAY,EUR,556,8,17,610.38,659.21
ZRH,LAX,2026-10-13,,IX,ECONOMY,3,0,0,1,ONE_WAY,AED,261,17,21,1076.11,292.7
PNQ,DPS,2027-02-03,,AA,ECONOMY,1,0,1,0,ONE_WAY,EUR,615,6,16,1794.45,1938.01
DEL,SYD,2027-03-07,,QR,BUSINESS,1,0,0,1,ONE_WAY,AED,400,18,0,2967.93,807.28
MAA,DXB,2027-01-11,,GA,ECONOMY,1,0,0,2,ONE_WAY,EUR,415,9,15,635.04,685.84
SIN,PNQ,2027-07-04,,GF,ECONOMY,1,0,0,1,ONE_WAY,EUR,571,10,19,800.81,864.87
ORD,SIN,2026-11-06,,LX,ECONOMY,2,0,0,1,ONE_WAY,AED,247,22,2,2241.66,609.73
LHR,HKG,2027-01-25,2027-02-18,PR,ECONOMY,1,0,0,1,ROUND_TRIP,GBP,667,3,14,785.45,997.52
FRA,MAA,2027-04-30,,TG,ECONOMY,1,0,0,2,ONE_WAY,AED,638,14,0,241.39,65.66
SIN,HYD,2026-12-13,2026-12-29,LH,BUSINESS,1,0,0,0,ROUND_TRIP,EUR,496,23,7,8632.15,9322.72
BKK,FRA,2027-01-08,,GA,PREMIUM_ECONOMY,1,2,0,0,ONE_WAY,EUR,227,2,5,4144.09,4475.62
PNQ,BKK,2026-08-26,,GA,ECONOMY,2,0,0,2,ONE_WAY,USD,681,14,1,1834.45,1834.45
FRA,CGK,2027-02-08,2027-03-08,UA,ECONOMY,1,0,0,0,ROUND_TRIP,USD,301,13,18,874.59,874.59
BAH,MAA,2026-08-23,,SQ,ECONOMY,2,0,0,1,ONE_WAY,EUR,241,0,4,4145.08,4476.69
NRT,AMS,2027-03-09,,QR,ECONOMY,2,0,0,2,ONE_WAY,USD,762,11,23,2267.0,2267.0
